OldData,OldDat2,Strain,Rep,AssayTemp,AssayLight,TargetOchConc,Pred,D1Date,VolOch,VolK,X,D1OchPop,D2OchPop,D3OchPop,D4OchPop,X.1,D1PredPop,D2PredPop,D3PredPop,D4PredPop,X.2,Scope,Run
,,1392,C,24,100,25000,O.marina,2/27/24,NA,NA,NA,24138,10145,5015,82774,NA,630,1090,990,1987,NA,MD,1
,,1392,C,24,100,50000,O.marina,2/27/24,NA,NA,NA,20900,9290,7579,137076,NA,1000,1070,1080,1420,NA,MD,1
,,1392,C,24,100,75000,O.marina,2/27/24,NA,NA,NA,46148,21314,25358,96377,NA,680,1270,1580,2100,NA,MD,1
,,1392,C,24,100,100000,O.marina,2/27/24,NA,NA,NA,86220,61601,27631,249674,NA,700,1340,1790,1700,NA,MD,1
,,1392,C,24,100,125000,O.marina,2/27/24,NA,NA,NA,44100,31176,22052,135186,NA,1110,1540,1950,2580,NA,MD,1
Y,,1391,A,24,100,0,Control,2/27/24,NA,NA,NA,568,114,285,32716,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,25000,Control,2/27/24,NA,NA,NA,12548,6665,8032,54927,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,50000,Control,2/27/24,NA,NA,NA,36936,28484,24838,48658,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,75000,Control,2/27/24,NA,NA,NA,53148,32585,18571,99390,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,100000,Control,2/27/24,NA,NA,NA,122637,30876,22900,84151,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,125000,Control,2/27/24,NA,NA,NA,82614,44832,68815,56030,NA,0,0,0,0,NA,MD,1
Y,,1391,A,24,100,0,O.marina,2/27/24,NA,NA,NA,1904,684,2280,8663,NA,830,620,1000,650,NA,MD,1
Y,,1391,A,24,100,25000,O.marina,2/27/24,NA,NA,NA,10790,3988,7464,13048,NA,940,820,730,830,NA,MD,1
Y,,1391,A,24,100,50000,O.marina,2/27/24,NA,NA,NA,29503,28604,9288,16752,NA,910,670,1330,890,NA,MD,1
Y,,1391,A,24,100,75000,O.marina,2/27/24,NA,NA,NA,50290,21253,12136,17494,NA,1000,830,1280,1240,NA,MD,1
Y,,1391,A,24,100,100000,O.marina,2/27/24,NA,NA,NA,67096,23131,15725,22854,NA,850,1290,1770,790,NA,MD,1
Y,,1391,A,24,100,125000,O.marina,2/27/24,NA,NA,NA,96228,26779,20111,33450,NA,930,1360,1810,1230,NA,MD,1
Y,,1391,B,24,100,0,Control,2/27/24,NA,NA,NA,483,171,456,70214,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,25000,Control,2/27/24,NA,NA,NA,9766,6323,8203,71452,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,50000,Control,2/27/24,NA,NA,NA,30635,24098,24553,151225,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,75000,Control,2/27/24,NA,NA,NA,23736,16749,16122,73362,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,100000,Control,2/27/24,NA,NA,NA,61152,31447,27970,133716,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,125000,Control,2/27/24,NA,NA,NA,83497,35433,45819,142597,NA,0,0,0,0,NA,MD,1
Y,,1391,B,24,100,0,O.marina,2/27/24,NA,NA,NA,2101,1140,456,5909,NA,690,700,690,1060,NA,MD,1
Y,,1391,B,24,100,25000,O.marina,2/27/24,NA,NA,NA,9286,4330,3248,15554,NA,650,800,700,1170,NA,MD,1
Y,,1391,B,24,100,50000,O.marina,2/27/24,NA,NA,NA,7696,4730,3134,10426,NA,810,730,1180,1200,NA,MD,1
Y,,1391,B,24,100,75000,O.marina,2/27/24,NA,NA,NA,21524,10314,7805,13274,NA,570,860,1150,1140,NA,MD,1
Y,,1391,B,24,100,100000,O.marina,2/27/24,NA,NA,NA,60565,17377,12192,16579,NA,780,810,1610,1250,NA,MD,1
Y,,1391,B,24,100,125000,O.marina,2/27/24,NA,NA,NA,54917,38741,21594,16014,NA,670,890,1190,1480,NA,MD,1
Y,,1391,C,24,100,0,Control,2/27/24,NA,NA,NA,625,570,513,5071,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,25000,Control,2/27/24,NA,NA,NA,10788,7292,8716,6665,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,50000,Control,2/27/24,NA,NA,NA,10903,8261,5640,7919,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,75000,Control,2/27/24,NA,NA,NA,25157,15382,12874,14698,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,100000,Control,2/27/24,NA,NA,NA,48406,26889,26888,29280,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,125000,Control,2/27/24,NA,NA,NA,69017,50301,30647,58789,NA,0,0,0,0,NA,MD,1
Y,,1391,C,24,100,0,O.marina,2/27/24,NA,NA,NA,1732,1995,1596,7693,NA,950,800,1200,880,NA,MD,1
Y,,1391,C,24,100,25000,O.marina,2/27/24,NA,NA,NA,9172,3362,6610,8660,NA,600,680,1130,1060,NA,MD,1
Y,,1391,C,24,100,50000,O.marina,2/27/24,NA,NA,NA,11672,3761,2735,9579,NA,620,970,1020,930,NA,MD,1
Y,,1391,C,24,100,75000,O.marina,2/27/24,NA,NA,NA,29957,24898,15840,27863,NA,670,940,1110,1010,NA,MD,1
Y,,1391,C,24,100,100000,O.marina,2/27/24,NA,NA,NA,66049,17718,11337,15325,NA,640,970,1450,1250,NA,MD,1
Y,,1391,C,24,100,125000,O.marina,2/27/24,NA,NA,NA,62467,23531,15555,21540,NA,760,1090,1300,1560,NA,MD,1
,Y,2951,A,24,100,0,Control,3/5/24,NA,NA,NA,912,2051,1139,2279,NA,0,0,0,0,NA,MD,1
,Y,2951,A,24,100,25000,Control,3/5/24,NA,NA,NA,9401,10938,22047,15552,NA,0,0,0,0,NA,MD,1
,,2951,A,24,100,50000,Control,3/5/24,NA,NA,NA,51902,53038,62099,58738,NA,0,0,0,0,NA,MD,1
,,2951,A,24,100,75000,Control,3/5/24,NA,NA,NA,51347,56355,27406,20054,NA,0,0,0,0,NA,MD,1
,,2951,A,24,100,100000,Control,3/5/24,NA,NA,NA,109626,88816,105344,130630,NA,0,0,0,0,NA,MD,1
,Y,2951,A,24,100,125000,Control,3/5/24,NA,NA,NA,114067,82035,73033,NA,NA,0,0,0,0,NA,MD,1
,Y,2951,A,24,100,0,O.marina,3/5/24,NA,NA,NA,4332,2109,7352,14876,NA,470,910,510,480,NA,MD,1
,Y,2951,A,24,100,25000,O.marina,3/5/24,NA,NA,NA,15100,9807,23305,43244,NA,490,1070,250,490,NA,MD,1
,,2951,A,24,100,50000,O.marina,3/5/24,NA,NA,NA,70653,31680,28599,66659,NA,710,1440,760,790,NA,MD,1
,,2951,A,24,100,75000,O.marina,3/5/24,NA,NA,NA,53064,22686,32542,23366,NA,600,1310,710,830,NA,MD,1
,,2951,A,24,100,100000,O.marina,3/5/24,NA,NA,NA,127119,81241,63982,102048,NA,550,1180,790,1540,NA,MD,1
,Y,2951,A,24,100,125000,O.marina,3/5/24,NA,NA,NA,113216,120560,67525,75039,NA,710,1150,1080,1410,NA,MD,1
,Y,2951,B,24,100,0,Control,3/5/24,NA,NA,NA,1368,2621,1310,1595,NA,0,0,0,0,NA,MD,1
,Y,2951,B,24,100,25000,Control,3/5/24,NA,NA,NA,8318,6894,14413,12248,NA,0,0,0,0,NA,MD,1
,,2951,B,24,100,50000,Control,3/5/24,NA,NA,NA,37259,41080,51156,61696,NA,0,0,0,0,NA,MD,1
,,2951,B,24,100,75000,Control,3/5/24,NA,NA,NA,98561,86363,40047,62607,NA,0,0,0,0,NA,MD,1
,,2951,B,24,100,100000,Control,3/5/24,NA,NA,NA,107861,65285,88185,119409,NA,0,0,0,0,NA,MD,1
,Y,2951,B,24,100,125000,Control,3/5/24,NA,NA,NA,120839,68703,71893,154730,NA,0,0,0,0,NA,MD,1
,Y,2951,B,24,100,0,O.marina,3/5/24,NA,NA,NA,5527,3591,2223,20348,NA,430,600,590,1160,NA,MD,1
,Y,2951,B,24,100,25000,O.marina,3/5/24,NA,NA,NA,16695,16922,18345,43415,NA,380,640,810,1160,NA,MD,1
,,2951,B,24,100,50000,O.marina,3/5/24,NA,NA,NA,63816,40679,31162,52300,NA,440,710,805,1030,NA,MD,1
,,2951,B,24,100,75000,O.marina,3/5/24,NA,NA,NA,78347,52362,36690,47800,NA,600,910,790,790,NA,MD,1
,,2951,B,24,100,100000,O.marina,3/5/24,NA,NA,NA,101305,88366,45008,58577,NA,580,760,1220,1380,NA,MD,1
,Y,2951,B,24,100,125000,O.marina,3/5/24,NA,NA,NA,106491,105003,68313,57830,NA,570,1150,1510,1780,NA,MD,1
,Y,2951,C,24,100,0,Control,3/5/24,NA,NA,NA,2279,1424,855,3134,NA,0,0,0,0,NA,MD,1
,Y,2951,C,24,100,25000,Control,3/5/24,NA,NA,NA,13731,12932,9229,20166,NA,0,0,0,0,NA,MD,1
,,2951,C,24,100,50000,Control,3/5/24,NA,NA,NA,40563,67507,65114,74915,NA,0,0,0,0,NA,MD,1
,,2951,C,24,100,75000,Control,3/5/24,NA,NA,NA,77833,47806,39881,73835,NA,0,0,0,0,NA,MD,1
,,2951,C,24,100,100000,Control,3/5/24,NA,NA,NA,116134,79926,121571,152338,NA,0,0,0,0,NA,MD,1
,Y,2951,C,24,100,125000,Control,3/5/24,NA,NA,NA,139418,69673,83173,98671,NA,0,0,0,0,NA,MD,1
,Y,2951,C,24,100,0,O.marina,3/5/24,NA,NA,NA,6325,1938,2849,5243,NA,510,1000,650,1280,NA,MD,1
,Y,2951,C,24,100,25000,O.marina,3/5/24,NA,NA,NA,27578,9001,16009,34069,NA,710,790,1250,500,NA,MD,1
,,2951,C,24,100,50000,O.marina,3/5/24,NA,NA,NA,59996,19085,43185,77196,NA,690,660,1080,1280,NA,MD,1
,,2951,C,24,100,75000,O.marina,3/5/24,NA,NA,NA,173229,95095,120953,NA,NA,670,790,1440,1210,NA,MD,1
,,2951,C,24,100,100000,O.marina,3/5/24,NA,NA,NA,146262,65290,69163,88142,NA,660,840,1060,1370,NA,MD,1
,Y,2951,C,24,100,125000,O.marina,3/5/24,NA,NA,NA,133722,57944,88540,53782,NA,700,790,1500,1550,NA,MD,1
,,1150,A,24,100,0,Control,4/23/24,NA,NA,NA,855,1083,285,2953,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,25000,Control,4/23/24,NA,NA,NA,24556,35440,45633,68292,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,50000,Control,4/23/24,NA,NA,NA,33281,36808,45407,80783,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,75000,Control,4/23/24,NA,NA,NA,45924,38349,54579,89394,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,100000,Control,4/23/24,NA,NA,NA,58003,54193,71162,98714,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,125000,Control,4/23/24,NA,NA,NA,70937,56637,72410,104171,NA,0,0,0,0,NA,MD,2
,,1150,A,24,100,0,O.marina,4/23/24,NA,NA,NA,3077,2337,1824,9003,NA,260,550,160,620,NA,MD,2
,,1150,A,24,100,25000,O.marina,4/23/24,NA,NA,NA,26098,23020,32819,31916,NA,220,610,730,750,NA,MD,2
,,1150,A,24,100,50000,O.marina,4/23/24,NA,NA,NA,39088,30038,48486,50712,NA,350,500,640,470,NA,MD,2
,,1150,A,24,100,75000,O.marina,4/23/24,NA,NA,NA,46039,37495,47632,46367,NA,370,1000,580,610,NA,MD,2
,,1150,A,24,100,100000,O.marina,4/23/24,NA,NA,NA,65129,58063,79594,71637,NA,470,770,720,620,NA,MD,2
,,1150,A,24,100,125000,O.marina,4/23/24,NA,NA,NA,74872,58064,59766,62127,NA,310,1460,370,860,NA,MD,2
,,1150,B,24,100,0,Control,4/23/24,NA,NA,NA,1083,684,570,1903,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,25000,Control,4/23/24,NA,NA,NA,27063,29855,56985,76587,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,50000,Control,4/23/24,NA,NA,NA,36864,36123,46720,85358,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,75000,Control,4/23/24,NA,NA,NA,46670,37318,63693,74931,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,100000,Control,4/23/24,NA,NA,NA,67003,68085,87222,96888,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,125000,Control,4/23/24,NA,NA,NA,76573,72424,68651,94787,NA,0,0,0,0,NA,MD,2
,,1150,B,24,100,0,O.marina,4/23/24,NA,NA,NA,3248,2679,1539,6761,NA,280,150,260,890,NA,MD,2
,,1150,B,24,100,25000,O.marina,4/23/24,NA,NA,NA,31511,22793,25869,28715,NA,380,290,250,680,NA,MD,2
,,1150,B,24,100,50000,O.marina,4/23/24,NA,NA,NA,40286,32539,48088,51680,NA,540,310,330,640,NA,MD,2
,,1150,B,24,100,75000,O.marina,4/23/24,NA,NA,NA,50257,41938,42844,58269,NA,370,330,625,860,NA,MD,2
,,1150,B,24,100,100000,O.marina,4/23/24,NA,NA,NA,68778,50654,55612,48611,NA,310,280,620,800,NA,MD,2
,,1150,B,24,100,125000,O.marina,4/23/24,NA,NA,NA,76132,54812,61646,63660,NA,370,590,890,780,NA,MD,2
,,1150,C,24,100,0,Control,4/23/24,NA,NA,NA,912,918,741,1789,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,25000,Control,4/23/24,NA,NA,NA,24385,25412,46773,63769,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,50000,Control,4/23/24,NA,NA,NA,39488,33671,61758,97099,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,75000,Control,4/23/24,NA,NA,NA,60850,57769,80842,121318,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,100000,Control,4/23/24,NA,NA,NA,59429,46205,62325,84674,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,125000,Control,4/23/24,NA,NA,NA,71519,61716,103464,126504,NA,0,0,0,0,NA,MD,2
,,1150,C,24,100,0,O.marina,4/23/24,NA,NA,NA,3305,2508,1482,5567,NA,550,410,640,720,NA,MD,2
,,1150,C,24,100,25000,O.marina,4/23/24,NA,NA,NA,32308,24503,34528,37032,NA,340,530,390,600,NA,MD,2
,,1150,C,24,100,50000,O.marina,4/23/24,NA,NA,NA,37036,37264,59481,37052,NA,400,370,270,660,NA,MD,2
,,1150,C,24,100,75000,O.marina,4/23/24,NA,NA,NA,82734,70651,99417,93559,NA,440,290,630,950,NA,MD,2
,,1150,C,24,100,100000,O.marina,4/23/24,NA,NA,NA,62682,46325,54867,45998,NA,460,350,750,880,NA,MD,2
,,1150,C,24,100,125000,O.marina,4/23/24,NA,NA,NA,77266,52879,58968,56190,NA,480,710,830,800,NA,MD,2
,Y,1391,A,24,100,0,Control,07.23.2024,NA,NA,NA,0,0,0,171,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,25000,Control,07.23.2024,NA,NA,NA,17831,19198,30705,49618,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,50000,Control,07.23.2024,NA,NA,NA,45804,39308,64317,86821,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,75000,Control,07.23.2024,NA,NA,NA,57139,59075,86534,97017,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,100000,Control,07.23.2024,NA,NA,NA,106818,113825,152044,170409,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,125000,Control,07.23.2024,NA,NA,NA,133540,106759,152635,177228,NA,0,0,0,0,NA,JJAC,2
,Y,1391,A,24,100,0,O.marina,07.23.2024,NA,NA,NA,684,11224,513,399,NA,720,680,180,460,NA,JJAC,2
,Y,1391,A,24,100,25000,O.marina,07.23.2024,NA,NA,NA,14357,2222,1937,513,NA,70,430,210,90,NA,JJAC,2
,Y,1391,A,24,100,50000,O.marina,07.23.2024,NA,NA,NA,32931,8375,6324,1937,NA,2670,810,190,460,NA,JJAC,2
,Y,1391,A,24,100,75000,O.marina,07.23.2024,NA,NA,NA,50650,11282,9287,2222,NA,2730,1080,200,1080,NA,JJAC,2
,Y,1391,A,24,100,100000,O.marina,07.23.2024,NA,NA,NA,85059,17947,15441,3817,NA,930,1680,420,1780,NA,JJAC,2
,Y,1391,A,24,100,125000,O.marina,07.23.2024,NA,NA,NA,95375,19887,19031,5185,NA,430,360,210,1240,NA,JJAC,2
,Y,1391,B,24,100,0,Control,07.23.2024,NA,NA,NA,342,114,1595,2165,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,25000,Control,07.23.2024,NA,NA,NA,17262,20394,30477,32575,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,50000,Control,07.23.2024,NA,NA,NA,31960,37144,42954,67792,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,75000,Control,07.23.2024,NA,NA,NA,55716,62778,87277,81067,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,100000,Control,07.23.2024,NA,NA,NA,76168,85109,125102,130637,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,125000,Control,07.23.2024,NA,NA,NA,105965,134727,142987,136799,NA,0,0,0,0,NA,JJAC,2
,Y,1391,B,24,100,0,O.marina,07.23.2024,NA,NA,NA,570,57,342,0,NA,720,850,330,970,NA,JJAC,2
,Y,1391,B,24,100,25000,O.marina,07.23.2024,NA,NA,NA,13420,3269,2165,399,NA,710,590,140,280,NA,JJAC,2
,Y,1391,B,24,100,50000,O.marina,07.23.2024,NA,NA,NA,30139,9401,4729,1766,NA,180,580,590,510,NA,JJAC,2
,Y,1391,B,24,100,75000,O.marina,07.23.2024,NA,NA,NA,54128,12022,6096,1709,NA,890,580,380,620,NA,JJAC,2
,Y,1391,B,24,100,100000,O.marina,07.23.2024,NA,NA,NA,88372,24730,9800,2735,NA,2590,980,500,520,NA,JJAC,2
,Y,1391,B,24,100,125000,O.marina,07.23.2024,NA,NA,NA,100101,19658,9516,2792,NA,810,580,740,1030,NA,JJAC,2
,Y,1391,C,24,100,0,Control,07.23.2024,NA,NA,NA,342,114,285,0,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,25000,Control,07.23.2024,NA,NA,NA,19141,21533,30534,33497,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,50000,Control,07.23.2024,NA,NA,NA,43296,45403,60614,61011,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,75000,Control,07.23.2024,NA,NA,NA,48251,63005,61256,73375,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,100000,Control,07.23.2024,NA,NA,NA,99295,115476,116728,128861,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,125000,Control,07.23.2024,NA,NA,NA,125330,150622,129262,167498,NA,0,0,0,0,NA,JJAC,2
,Y,1391,C,24,100,0,O.marina,07.23.2024,NA,NA,NA,456,285,171,342,NA,420,610,700,530,NA,JJAC,2
,Y,1391,C,24,100,25000,O.marina,07.23.2024,NA,NA,NA,13165,3532,1538,798,NA,2730,810,1220,500,NA,JJAC,2
,Y,1391,C,24,100,50000,O.marina,07.23.2024,NA,NA,NA,28656,6381,3020,1197,NA,680,600,380,1200,NA,JJAC,2
,Y,1391,C,24,100,75000,O.marina,07.23.2024,NA,NA,NA,47402,9856,4558,1368,NA,420,660,880,730,NA,JJAC,2
,Y,1391,C,24,100,100000,O.marina,07.23.2024,NA,NA,NA,77538,18232,9629,3988,NA,100,470,1320,880,NA,JJAC,2
,Y,1391,C,24,100,125000,O.marina,07.23.2024,NA,NA,NA,105565,19316,9459,4445,NA,1140,730,1510,1630,NA,JJAC,2
,,1150,A,24,100,0,Control,08.20.2024,NA,NA,NA,114,399,114,1994,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,10000,Control,08.20.2024,NA,NA,NA,4785,4273,5413,5754,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,15000,Control,08.20.2024,NA,NA,NA,4159,5526,9572,7635,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,20000,Control,08.20.2024,NA,NA,NA,6882,16921,16465,13616,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,40000,Control,08.20.2024,NA,NA,NA,25577,24783,31049,18800,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,50000,Control,08.20.2024,NA,NA,NA,11678,31109,34981,44893,NA,0,0,0,0,NA,JJAC,3
,,1150,A,24,100,0,O.marina,08.20.2024,NA,NA,NA,1026,1026,1197,2051,NA,230,180,240,130,NA,JJAC,3
,,1150,A,24,100,10000,O.marina,08.20.2024,NA,NA,NA,3704,3305,4786,9686,NA,230,320,330,190,NA,JJAC,3
,,1150,A,24,100,15000,O.marina,08.20.2024,NA,NA,NA,4843,5812,9972,7292,NA,530,130,250,90,NA,JJAC,3
,,1150,A,24,100,20000,O.marina,08.20.2024,NA,NA,NA,6950,7123,10882,8546,NA,310,300,460,310,NA,JJAC,3
,,1150,A,24,100,40000,O.marina,08.20.2024,NA,NA,NA,12421,24841,24841,14358,NA,300,120,430,230,NA,JJAC,3
,,1150,A,24,100,50000,O.marina,08.20.2024,NA,NA,NA,18347,24444,29513,17833,NA,250,240,240,280,NA,JJAC,3
,,1150,B,24,100,0,Control,08.20.2024,NA,NA,NA,684,912,285,1823,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,10000,Control,08.20.2024,NA,NA,NA,4330,2222,5413,7178,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,15000,Control,08.20.2024,NA,NA,NA,4557,3988,10426,10768,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,20000,Control,08.20.2024,NA,NA,NA,8887,5583,16978,11109,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,40000,Control,08.20.2024,NA,NA,NA,21249,18231,46888,36290,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,50000,Control,08.20.2024,NA,NA,NA,19141,25466,50648,35893,NA,0,0,0,0,NA,JJAC,3
,,1150,B,24,100,0,O.marina,08.20.2024,NA,NA,NA,1196,1766,1140,1710,NA,400,160,120,100,NA,JJAC,3
,,1150,B,24,100,10000,O.marina,08.20.2024,NA,NA,NA,4672,3704,4102,8603,NA,230,110,290,100,NA,JJAC,3
,,1150,B,24,100,15000,O.marina,08.20.2024,NA,NA,NA,8259,5242,7227,10711,NA,350,230,270,210,NA,JJAC,3
,,1150,B,24,100,20000,O.marina,08.20.2024,NA,NA,NA,9686,7977,9059,11281,NA,250,290,300,200,NA,JJAC,3
,,1150,B,24,100,40000,O.marina,08.20.2024,NA,NA,NA,15496,20512,17662,19200,NA,280,230,250,250,NA,JJAC,3
,,1150,B,24,100,50000,O.marina,08.20.2024,NA,NA,NA,19769,19201,25354,21478,NA,220,220,230,330,NA,JJAC,3
,,1150,C,24,100,0,Control,08.20.2024,NA,NA,NA,570,684,285,1538,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,10000,Control,08.20.2024,NA,NA,NA,2279,4444,2336,5412,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,15000,Control,08.20.2024,NA,NA,NA,3076,3760,5527,5355,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,20000,Control,08.20.2024,NA,NA,NA,7463,5868,7065,9913,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,40000,Control,08.20.2024,NA,NA,NA,15495,11508,22162,25240,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,50000,Control,08.20.2024,NA,NA,NA,21761,29283,38514,44721,NA,0,0,0,0,NA,JJAC,3
,,1150,C,24,100,0,O.marina,08.20.2024,NA,NA,NA,1367,1033,1710,2394,NA,200,140,130,160,NA,JJAC,3
,,1150,C,24,100,10000,O.marina,08.20.2024,NA,NA,NA,3475,2564,2792,9002,NA,280,150,250,100,NA,JJAC,3
,,1150,C,24,100,15000,O.marina,08.20.2024,NA,NA,NA,4900,3647,5242,8489,NA,240,230,300,130,NA,JJAC,3
,,1150,C,24,100,20000,O.marina,08.20.2024,NA,NA,NA,5982,5641,5507,10768,NA,210,250,330,150,NA,JJAC,3
,,1150,C,24,100,40000,O.marina,08.20.2024,NA,NA,NA,12306,18061,18461,15952,NA,150,230,240,140,NA,JJAC,3
,,1150,C,24,100,50000,O.marina,08.20.2024,NA,NA,NA,19655,16010,14016,13730,NA,160,290,310,230,NA,JJAC,3
,Y,1391R,A,24,100,0,Control,08.27.2024,NA,NA,NA,57,399,285,285,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,25000,Control,08.27.2024,NA,NA,NA,36750,33675,43699,70251,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,50000,Control,08.27.2024,NA,NA,NA,47754,66613,81020,115259,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,75000,Control,08.27.2024,NA,NA,NA,75609,105873,135385,141529,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,100000,Control,08.27.2024,NA,NA,NA,97280,135402,165752,200578,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,125000,Control,08.27.2024,NA,NA,NA,128122,156491,208461,239394,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,A,24,100,0,O.marina,08.27.2024,NA,NA,NA,570,969,741,456,NA,170,130,180,130,NA,JJAC,2
,Y,1391R,A,24,100,25000,O.marina,08.27.2024,NA,NA,NA,23589,17436,12765,9002,NA,420,230,230,240,NA,JJAC,2
,Y,1391R,A,24,100,50000,O.marina,08.27.2024,NA,NA,NA,48417,47880,46728,39089,NA,350,290,440,700,NA,JJAC,2
,Y,1391R,A,24,100,75000,O.marina,08.27.2024,NA,NA,NA,72032,81095,93279,110487,NA,300,130,290,380,NA,JJAC,2
,Y,1391R,A,24,100,100000,O.marina,08.27.2024,NA,NA,NA,94084,106738,130552,163886,NA,460,110,320,330,NA,JJAC,2
,Y,1391R,A,24,100,125000,O.marina,08.27.2024,NA,NA,NA,129310,139217,198634,260611,NA,540,160,200,140,NA,JJAC,2
,Y,1391R,B,24,100,0,Control,08.27.2024,NA,NA,NA,570,1367,570,399,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,25000,Control,08.27.2024,NA,NA,NA,25641,37036,60507,83431,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,50000,Control,08.27.2024,NA,NA,NA,44274,60628,78856,112695,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,75000,Control,08.27.2024,NA,NA,NA,81495,115911,157497,201879,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,100000,Control,08.27.2024,NA,NA,NA,110097,123889,165818,198359,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,125000,Control,08.27.2024,NA,NA,NA,125936,156660,233041,315286,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,B,24,100,0,O.marina,08.27.2024,NA,NA,NA,1196,1026,1262,627,NA,230,150,130,110,NA,JJAC,2
,Y,1391R,B,24,100,25000,O.marina,08.27.2024,NA,NA,NA,27237,16298,7579,6040,NA,330,140,390,290,NA,JJAC,2
,Y,1391R,B,24,100,50000,O.marina,08.27.2024,NA,NA,NA,48497,45190,47299,54304,NA,230,130,340,590,NA,JJAC,2
,Y,1391R,B,24,100,75000,O.marina,08.27.2024,NA,NA,NA,78811,84457,104226,134711,NA,280,180,250,210,NA,JJAC,2
,Y,1391R,B,24,100,100000,O.marina,08.27.2024,NA,NA,NA,100928,118040,152210,196774,NA,210,130,350,270,NA,JJAC,2
